name,price,price_per_gb,color,first_word_latency,cas_latency,total_capacity_gb,DDR_version,speed_mhz,num_modules,gb_per_module,capacity,latency,speed
Kingston FURY Beast RGB 16 GB,92.43,0.9459342464537039,Black,0.5443153337890181,0.2637362637362637,0.058823529411764705,5.0,0.736842105263158,2,8,16,36.0,6000.0
G.Skill Ripjaws X 16 GB,38.32,0.98347281727973,Black / Red,0.5063416116047696,0.8351648351648351,0.058823529411764705,3.0,0.15789473684210525,2,8,16,10.0,1600.0
G.Skill Trident Z5 RGB 32 GB,245.99,0.9247341665371722,Silver / Black,0.7546138072453863,0.2637362637362637,0.12156862745098039,5.0,0.9736842105263159,2,16,32,36.0,7800.0
Corsair Dominator Platinum RGB 32 GB,189.99,0.9441583235287588,Black,0.7192222981696667,0.3516483516483516,0.12156862745098039,5.0,0.8157894736842106,2,16,32,32.0,6600.0
Silicon Power XPOWER Zenith RGB Gaming 16 GB,39.97,0.9823295668967966,Black,0.6962102225260121,0.7032967032967032,0.058823529411764705,4.0,0.3684210526315789,2,8,16,16.0,3200.0
Kingston Fury Renegade RGB 32 GB,113.4,0.9707194707749683,Black / Silver,0.7805878332194123,0.7032967032967032,0.12156862745098039,4.0,0.42105263157894735,2,16,32,16.0,3600.0
Corsair Vengeance RGB Pro 32 GB,139.99,0.961495771083535,Black,0.6962102225260121,0.6593406593406593,0.12156862745098039,4.0,0.42105263157894735,4,8,32,18.0,3600.0
Corsair Vengeance RGB 32 GB,122.69,0.9675006104735054,White / Black,0.6012759170653909,0.2637362637362637,0.12156862745098039,5.0,0.7894736842105263,2,16,32,36.0,6400.0
Crucial CT2K4G4DFS824A 8 GB,18.98,0.98371700668191,Green,0.37973722184248504,0.6813186813186813,0.027450980392156862,4.0,0.2631578947368421,2,4,8,17.0,2400.0
Kingston Fury Renegade RGB 32 GB,169.99,0.9510955224543255,Silver / Black,0.6962102225260121,0.3516483516483516,0.12156862745098039,5.0,0.7894736842105263,2,16,32,32.0,6400.0
Patriot Viper 4 16 GB,125.0,0.923346726752059,Red / Black,0.6962102225260121,0.7032967032967032,0.058823529411764705,4.0,0.3684210526315789,2,8,16,16.0,3200.0
Kingston FURY Beast 32 GB,119.99,0.9684329700091016,Black / Silver,0.5443153337890181,0.2637362637362637,0.12156862745098039,5.0,0.736842105263158,1,32,32,36.0,6000.0
TEAMGROUP T-Force Vulcan Z 16 GB,36.99,0.9843940772970453,Red,0.6962102225260121,0.6593406593406593,0.058823529411764705,4.0,0.42105263157894735,2,8,16,18.0,3600.0
TEAMGROUP T-Force Vulcan Z 16 GB,33.99,0.9864807867338558,Red,0.6962102225260121,0.7032967032967032,0.058823529411764705,4.0,0.3684210526315789,2,8,16,16.0,3200.0
TEAMGROUP T-Force Xtreem ARGB 32 GB,84.99,0.9805758430084134,White,0.6962102225260121,0.6593406593406593,0.12156862745098039,4.0,0.42105263157894735,2,16,32,18.0,3600.0
G.Skill Trident Z Royal 16 GB,77.98,0.9559571114613625,Silver,0.6962102225260121,0.7032967032967032,0.058823529411764705,4.0,0.3684210526315789,2,8,16,16.0,3200.0
Supermicro MEM-DR412L-SL02-LR26 128 GB,,,Green / Black,0.20224804435330745,0.5714285714285714,0.4980392156862745,4.0,0.2981578947368421,1,128,128,22.0,2666.0
TEAMGROUP T-Force Vulcan 32 GB,79.98,0.9823184673785158,Red,0.5876813245234298,0.3516483516483516,0.12156862745098039,5.0,0.6842105263157894,2,16,32,32.0,5600.0
Corsair Vengeance 32 GB,144.99,0.9597642462317135,Black,0.7192222981696667,0.3516483516483516,0.12156862745098039,5.0,0.8157894736842106,2,16,32,32.0,6600.0
Corsair Dominator Platinum RGB 64 GB,289.99,0.9597642462317135,Black,0.6962102225260121,0.39560439560439553,0.24705882352941178,5.0,0.736842105263158,2,32,64,30.0,6000.0
Silicon Power GAMING 16 GB,32.97,0.9871800563855528,Gray / Silver,0.6962102225260121,0.6593406593406593,0.058823529411764705,4.0,0.42105263157894735,2,8,16,18.0,3600.0
Corsair Vengeance LPX 16 GB,43.94,0.9795768863631318,Black / Yellow,0.5440874914559126,0.7032967032967032,0.058823529411764705,4.0,0.2981578947368421,2,8,16,16.0,2666.0
Crucial Ballistix MAX 16 GB,995.0,0.31979932070948114,Black,0.8898002582213109,0.6373626373626373,0.058823529411764705,4.0,0.618421052631579,2,8,16,19.0,5100.0
TEAMGROUP T-Force Delta RGB 32 GB,269.99,0.9164095278264923,White / Silver,0.7341839447102605,0.21978021978021978,0.12156862745098039,5.0,1.0,2,16,32,38.0,8000.0
G.Skill Ripjaws S5 64 GB,253.99,0.9660021755055831,White,0.6962102225260121,0.39560439560439553,0.24705882352941178,5.0,0.736842105263158,2,32,64,30.0,6000.0
Corsair Vengeance RGB Pro SL 32 GB,94.99,0.9771127933047705,White / Black,0.6962102225260121,0.7032967032967032,0.12156862745098039,4.0,0.3684210526315789,2,16,32,16.0,3200.0
Corsair Vengeance LPX 32 GB,,,Black / Yellow,0.6962102225260121,0.7032967032967032,0.12156862745098039,4.0,0.3684210526315789,2,16,32,16.0,3200.0
G.Skill Aegis 32 GB,75.2,0.9839722956023709,Red / Black,0.37973722184248504,0.6813186813186813,0.12156862745098039,4.0,0.2631578947368421,2,16,32,17.0,2400.0
Corsair Vengeance RGB 64 GB,189.99,0.9771016937864897,White / Gray,0.28723323460165573,0.17582417582417575,0.24705882352941178,5.0,0.631578947368421,2,32,64,40.0,5200.0
Patriot Signature 8 GB,12.99,0.992030545874309,Black / Green,0.41140730614414833,0.8131868131868132,0.027450980392156862,3.0,0.15789473684210525,1,8,8,11.0,1600.0
OLOy MD4U1636181CHKDA 32 GB,63.99,0.9878571270006882,Black,0.6962102225260121,0.6593406593406593,0.12156862745098039,4.0,0.42105263157894735,2,16,32,18.0,3600.0
G.Skill Trident Z5 RGB 48 GB,319.99,0.936066774701978,Silver / Black,0.6962102225260121,0.17582417582417575,0.1843137254901961,5.0,1.0,2,24,48,40.0,8000.0
Kingston FURY Beast 32 GB,74.99,0.9840499922303372,Black / Silver,0.6962102225260121,0.7032967032967032,0.12156862745098039,4.0,0.3684210526315789,2,16,32,16.0,3200.0
Corsair Vengeance LPX 64 GB,1071.41,0.8242391280218438,Black / Yellow,0.772157666894509,0.6593406593406593,0.24705882352941178,4.0,0.47368421052631576,2,32,64,18.0,4000.0
G.Skill Trident Z5 RGB 32 GB,165.99,0.9524829622394388,Silver / Black,0.7384370015948963,0.3076923076923077,0.12156862745098039,5.0,0.894736842105263,2,16,32,34.0,7200.0
TEAMGROUP Elite 16 GB,42.99,0.9802317579417054,Black,0.22882964988228172,0.13186813186813184,0.058823529411764705,5.0,0.631578947368421,2,8,16,42.0,5200.0
Corsair Vengeance LPX 128 GB,279.99,0.9857815170821587,Black / Yellow,0.6962102225260121,0.7032967032967032,0.4980392156862745,4.0,0.3684210526315789,4,32,128,16.0,3200.0
Kingston FURY Beast RGB 16 GB,98.14,0.9419717184274202,Black,0.3706994759626341,0.17582417582417575,0.058823529411764705,5.0,0.6842105263157894,2,8,16,40.0,5600.0
G.Skill Flare X5 64 GB,177.99,0.9791884032233001,Black / White,0.4792283739652162,0.2637362637362637,0.24705882352941178,5.0,0.6842105263157894,2,32,64,36.0,5600.0
TEAMGROUP T-Force Delta RGB 32 GB,143.99,0.9601083312984217,Black / White,0.7384370015948963,0.3076923076923077,0.12156862745098039,5.0,0.894736842105263,2,16,32,34.0,7200.0
TEAMGROUP T-Force Vulcan 16 GB,59.99,0.9684440695273825,Black,0.28723323460165573,0.17582417582417575,0.058823529411764705,5.0,0.631578947368421,2,8,16,40.0,5200.0
Corsair Vengeance LPX 32 GB,69.98,0.9857815170821587,Black / Yellow,0.5299612668033722,0.7692307692307692,0.12156862745098039,4.0,0.2280263157894737,2,16,32,13.0,2133.0
Silicon Power XPOWER Zenith Gaming 32 GB,79.99,0.9823073678602349,Black,0.3706994759626341,0.17582417582417575,0.12156862745098039,5.0,0.6842105263157894,2,16,32,40.0,5600.0
Corsair Vengeance RGB Pro SL 16 GB,53.99,0.9726063888827224,Black,0.6962102225260121,0.7032967032967032,0.058823529411764705,4.0,0.3684210526315789,2,8,16,16.0,3200.0
Kingston KVR1333D3N9/4G 4 GB,21.22,0.9511732190822918,Green,0.4301663249031671,0.8571428571428571,0.011764705882352941,3.0,0.12276315789473685,1,4,4,9.0,1333.0
G.Skill Ripjaws V 16 GB,34.99,0.9857815170821587,Black,0.6962102225260121,0.7032967032967032,0.058823529411764705,4.0,0.3684210526315789,1,16,16,16.0,3200.0
G.Skill Trident Z5 RGB 64 GB,199.99,0.9753701689346682,Black,0.5443153337890181,0.2637362637362637,0.24705882352941178,5.0,0.736842105263158,2,32,64,36.0,6000.0
TEAMGROUP T-Force Xtreem ARGB 16 GB,83.99,0.9517947921060226,White,0.6962102225260121,0.7032967032967032,0.058823529411764705,4.0,0.3684210526315789,2,8,16,16.0,3200.0
G.Skill Ripjaws S5 32 GB,104.99,0.9736386440828468,White,0.6455532771322245,0.3516483516483516,0.12156862745098039,5.0,0.736842105263158,2,16,32,32.0,6000.0
Patriot Viper 4 Blackout 64 GB,109.99,0.9909760916376229,Black,0.6962102225260121,0.7032967032967032,0.24705882352941178,4.0,0.3684210526315789,2,32,64,16.0,3200.0
Corsair Vengeance 64 GB,244.99,0.9675672075831909,Black / Gray,0.6716791979949875,0.3516483516483516,0.24705882352941178,5.0,0.763157894736842,4,16,64,32.0,6200.0
PROXMEM KERBEROS 32 GB,84.99,0.9805758430084134,Black / Silver,0.5443153337890181,0.2637362637362637,0.12156862745098039,5.0,0.736842105263158,2,16,32,36.0,6000.0
TEAMGROUP T-Create Expert 64 GB,189.99,0.9771016937864897,Black,0.6487430697957014,0.3076923076923077,0.24705882352941178,5.0,0.7894736842105263,2,32,64,34.0,6400.0
Silicon Power SP016GBLFU320X02 16 GB,,,,0.41140730614414833,0.5714285714285714,0.058823529411764705,4.0,0.3684210526315789,1,16,16,22.0,3200.0
Crucial CT2K32G4DFD832A 64 GB,108.25,0.9912868781494883,Green / Black,0.41140730614414833,0.5714285714285714,0.24705882352941178,4.0,0.3684210526315789,2,32,64,22.0,3200.0
G.Skill Ripjaws V 32 GB,97.99,0.9760694385863653,Black,0.7805878332194123,0.7032967032967032,0.12156862745098039,4.0,0.42105263157894735,4,8,32,16.0,3600.0
Patriot Signature Premium 16 GB,34.99,0.9857815170821587,Black,0.37312979418242587,0.6373626373626373,0.058823529411764705,4.0,0.2981578947368421,2,8,16,19.0,2666.0
TEAMGROUP T-Force Delta RGB 64 GB,124.99,0.9883788043598908,White,0.6962102225260121,0.6593406593406593,0.24705882352941178,4.0,0.42105263157894735,2,32,64,18.0,3600.0
Corsair Vengeance RGB 64 GB,207.99,0.9739827291495549,Black,0.4430773904458116,0.17582417582417575,0.24705882352941178,5.0,0.736842105263158,2,32,64,40.0,6000.0
TEAMGROUP Elite 32 GB,,,Black,0.207944102680945,0.0439560439560438,0.12156862745098039,5.0,0.6842105263157894,2,16,32,46.0,5600.0
Silicon Power XPOWER Zenith Gaming 32 GB,,,White,0.4430773904458116,0.17582417582417575,0.12156862745098039,5.0,0.736842105263158,2,16,32,40.0,6000.0
TEAMGROUP T-Force Delta RGB 32 GB,99.99,0.9753701689346682,Black,0.5063416116047696,0.17582417582417575,0.12156862745098039,5.0,0.7894736842105263,2,16,32,40.0,6400.0
Patriot Viper 4 Blackout 8 GB,21.99,0.9795435878082891,Black,0.5538087643350802,0.6373626373626373,0.027450980392156862,4.0,0.3684210526315789,2,4,8,19.0,3200.0
G.Skill Aegis 8 GB,21.13,0.980742335782627,Black / Red,0.6455532771322245,0.7032967032967032,0.027450980392156862,4.0,0.34210526315789475,1,8,8,16.0,3000.0
Kingston HyperX Fury 32 GB,,,Black,0.6962102225260121,0.7032967032967032,0.12156862745098039,4.0,0.3684210526315789,2,16,32,16.0,3200.0
TEAMGROUP T-Force Delta RGB 16 GB,41.99,0.9809310275934024,White,0.6455532771322245,0.7032967032967032,0.058823529411764705,4.0,0.34210526315789475,2,8,16,16.0,3000.0
Patriot Viper Steel 16 GB,78.99,0.9552578418096654,Silver / Black,0.799802536644642,0.6373626373626373,0.058823529411764705,4.0,0.5263157894736843,2,8,16,19.0,4400.0
Kingston Server Premier 32 GB,86.41,0.9800874642040536,,0.41140730614414833,0.5714285714285714,0.12156862745098039,4.0,0.3684210526315789,1,32,32,22.0,3200.0
Corsair Dominator Platinum RGB 32 GB,154.99,0.9563011965280707,Black,0.5443153337890181,0.2637362637362637,0.12156862745098039,5.0,0.736842105263158,2,16,32,36.0,6000.0
Crucial CT25664AA667 2 GB,10.9,0.9495637889315603,Green,0.3170046327941065,0.945054945054945,0.00392156862745098,2.0,0.035131578947368416,1,2,2,5.0,667.0
G.Skill Trident Z Neo 32 GB,87.99,0.9795324882900082,Black / Silver,0.6962102225260121,0.6593406593406593,0.12156862745098039,4.0,0.42105263157894735,2,16,32,18.0,3600.0
G.Skill Trident Z5 RGB 32 GB,135.99,0.9628832108686483,White / Black,0.6731981468823575,0.3076923076923077,0.12156862745098039,5.0,0.8157894736842106,2,16,32,34.0,6600.0
Corsair Vengeance RGB 32 GB,100.99,0.9750260838679601,Black,0.4792283739652162,0.2637362637362637,0.12156862745098039,5.0,0.6842105263157894,2,16,32,36.0,5600.0
Corsair Dominator Platinum RGB 64 GB,229.99,0.970164494860923,Black,0.28723323460165573,0.17582417582417575,0.24705882352941178,5.0,0.631578947368421,2,32,64,40.0,5200.0
Corsair Vengeance 32 GB,109.99,0.9719071192310254,Black,0.5443153337890181,0.2637362637362637,0.12156862745098039,5.0,0.736842105263158,2,16,32,36.0,6000.0
G.Skill Trident Z5 RGB 32 GB,104.99,0.9736386440828468,White / Black,0.5443153337890181,0.2637362637362637,0.12156862745098039,5.0,0.736842105263158,2,16,32,36.0,6000.0
G.Skill Trident Z5 RGB 32 GB,117.99,0.9691322396607988,Black,0.6962102225260121,0.43956043956043955,0.12156862745098039,5.0,0.6842105263157894,2,16,32,28.0,5600.0
Patriot Viper Black 16 GB,62.99,0.966357360090572,Black / White,0.3706994759626341,0.17582417582417575,0.058823529411764705,5.0,0.6842105263157894,2,8,16,40.0,5600.0
TEAMGROUP T-Create Classic 64 GB,164.99,0.9814416054343241,Black,0.24052555631503014,0.0,0.24705882352941178,5.0,0.736842105263158,2,32,64,48.0,6000.0
G.Skill Trident Z5 Neo RGB 32 GB,122.99,0.9674007148089773,Black,0.6455532771322245,0.3516483516483516,0.12156862745098039,5.0,0.736842105263158,2,16,32,32.0,6000.0
TEAMGROUP T-Force Vulcan Z 32 GB,67.98,0.9864807867338558,Gray,0.772157666894509,0.6593406593406593,0.12156862745098039,4.0,0.47368421052631576,2,16,32,18.0,4000.0
G.Skill Ripjaws 4 8 GB,,,Black / Green,0.5063416116047696,0.7252747252747253,0.027450980392156862,4.0,0.2631578947368421,1,8,8,15.0,2400.0
TEAMGROUP Elite 16 GB,16.98,0.9982795746664594,Black,0.41140730614414833,0.8131868131868132,0.058823529411764705,3.0,0.15789473684210525,2,8,16,11.0,1600.0
Corsair Vengeance 32 GB,159.99,0.9545585721579684,Gray,0.7179311916154022,0.3076923076923077,0.12156862745098039,5.0,0.868421052631579,2,16,32,34.0,7000.0
PNY XLR8 Gaming EPIC-X RGB 16 GB,44.99,0.978844318156592,Black,0.6962102225260121,0.7032967032967032,0.058823529411764705,4.0,0.3684210526315789,2,8,16,16.0,3200.0
G.Skill Trident Z RGB 16 GB,69.99,0.9615068706018159,Black,0.7805878332194123,0.7032967032967032,0.058823529411764705,4.0,0.42105263157894735,2,8,16,16.0,3600.0
Corsair Vengeance RGB Pro 64 GB,174.99,0.9797100805825028,Black,0.6962102225260121,0.6593406593406593,0.24705882352941178,4.0,0.42105263157894735,2,32,64,18.0,3600.0
Corsair Vengeance RGB Pro SL 16 GB,67.98,0.9628943103869292,White / Black,0.6962102225260121,0.6593406593406593,0.058823529411764705,4.0,0.42105263157894735,2,8,16,18.0,3600.0
Patriot Signature Line 4 GB,11.99,0.9767798077563433,Black / Green,0.4430773904458116,0.7032967032967032,0.011764705882352941,4.0,0.2631578947368421,1,4,4,16.0,2400.0
Corsair Vengeance LPX 8 GB,24.99,0.9753812684529491,Black / Yellow,0.6962102225260121,0.7032967032967032,0.027450980392156862,4.0,0.3684210526315789,1,8,8,16.0,3200.0
Samsung M386A4G40DM0-CPB 32 GB,28.99,1.0,Black / Green,0.38748386116807176,0.7252747252747253,0.12156862745098039,4.0,0.2280263157894737,1,32,32,15.0,2133.0
Kingston FURY Beast RGB 16 GB,49.99,0.9753812684529491,Black / Silver,0.6962102225260121,0.7032967032967032,0.058823529411764705,4.0,0.3684210526315789,2,8,16,16.0,3200.0
TEAMGROUP T-Force Delta RGB 64 GB,179.99,0.978844318156592,Black / Silver,0.4936583883952306,0.21978021978021978,0.24705882352941178,5.0,0.736842105263158,2,32,64,38.0,6000.0
G.Skill Trident Z RGB 64 GB,184.99,0.9779785557306813,Black,0.772157666894509,0.6593406593406593,0.24705882352941178,4.0,0.47368421052631576,2,32,64,18.0,4000.0
G.Skill Trident Z5 RGB 32 GB,,,Black,0.7341839447102605,0.21978021978021978,0.12156862745098039,5.0,1.0,2,16,32,38.0,8000.0
Kingston HyperX Fury 8 GB,,,Black / Silver,0.6012759170653909,0.6593406593406593,0.027450980392156862,4.0,0.3684210526315789,1,8,8,18.0,3200.0
Corsair Dominator Platinum RGB 64 GB,229.99,0.970164494860923,White,0.28723323460165573,0.17582417582417575,0.24705882352941178,5.0,0.631578947368421,2,32,64,40.0,5200.0
Kingston HyperX Fury 16 GB,,,Black / Silver,0.6416799574694312,0.8351648351648351,0.058823529411764705,3.0,0.19289473684210526,2,8,16,10.0,1866.0
Crucial Ballistix 16 GB,,,Black,0.7805878332194123,0.7032967032967032,0.058823529411764705,4.0,0.42105263157894735,2,8,16,16.0,3600.0
G.Skill Ripjaws S5 32 GB,89.99,0.978844318156592,Black,0.40411635148477254,0.2637362637362637,0.12156862745098039,5.0,0.631578947368421,2,16,32,36.0,5200.0
Corsair Vengeance LPX 16 GB,43.99,0.9795435878082891,Black,0.6962102225260121,0.7032967032967032,0.058823529411764705,4.0,0.3684210526315789,2,8,16,16.0,3200.0
G.Skill Trident Z5 RGB 48 GB,239.99,0.9545585721579684,Black,0.6962102225260121,0.2637362637362637,0.1843137254901961,5.0,0.894736842105263,2,24,48,36.0,7200.0
Corsair Vengeance LPX 16 GB,44.99,0.978844318156592,Black / Yellow,0.5299612668033722,0.7692307692307692,0.058823529411764705,4.0,0.2280263157894737,2,8,16,13.0,2133.0
TEAMGROUP T-Force Vulcan alpha 32 GB,79.98,0.9823184673785158,Black / Silver,0.3706994759626341,0.17582417582417575,0.12156862745098039,5.0,0.6842105263157894,2,16,32,40.0,5600.0
G.Skill Ripjaws S5 96 GB,249.99,0.9811530179590205,Black,0.3706994759626341,0.17582417582417575,0.37254901960784315,5.0,0.6842105263157894,2,48,96,40.0,5600.0
Crucial Ballistix 32 GB,,,Black,0.6962102225260121,0.7032967032967032,0.12156862745098039,4.0,0.3684210526315789,2,16,32,16.0,3200.0
G.Skill Aegis 32 GB,55.99,0.9906320065709148,Red / Black,0.6455532771322245,0.7032967032967032,0.12156862745098039,4.0,0.34210526315789475,2,16,32,16.0,3000.0
Corsair Vengeance LPX 16 GB,44.99,0.978844318156592,Black,0.6455532771322245,0.7032967032967032,0.058823529411764705,4.0,0.34210526315789475,2,8,16,16.0,3000.0
Corsair Vengeance RGB 32 GB,124.99,0.9667014451572802,Black,0.6012759170653909,0.2637362637362637,0.12156862745098039,5.0,0.7894736842105263,2,16,32,36.0,6400.0
G.Skill Trident Z5 RGB 32 GB,104.99,0.9736386440828468,Black,0.5443153337890181,0.2637362637362637,0.12156862745098039,5.0,0.736842105263158,2,16,32,36.0,6000.0
Patriot Viper Steel 32 GB,64.98,0.98751304193398,Silver / Black,0.6962102225260121,0.6593406593406593,0.12156862745098039,4.0,0.42105263157894735,2,16,32,18.0,3600.0
Kingston FURY Renegade 64 GB,272.19,0.9628499123138056,White / Silver,0.6455532771322245,0.3516483516483516,0.24705882352941178,5.0,0.736842105263158,2,32,64,32.0,6000.0
ADATA XPG LANCER 16 GB,,,Black,0.3457127667653985,0.21978021978021978,0.058823529411764705,5.0,0.631578947368421,2,8,16,38.0,5200.0
Mushkin Enhanced Redline Stiletto 32 GB,65.99,0.9871689568672719,Black,0.7805878332194123,0.7032967032967032,0.12156862745098039,4.0,0.42105263157894735,2,16,32,16.0,3600.0
Patriot Viper Black 32 GB,94.99,0.9771127933047705,Black / White,0.5443153337890181,0.2637362637362637,0.12156862745098039,5.0,0.736842105263158,2,16,32,36.0,6000.0
TEAMGROUP T-Force Delta RGB 32 GB,143.99,0.9601083312984217,White / Gray,0.7384370015948963,0.3076923076923077,0.12156862745098039,5.0,0.894736842105263,2,16,32,34.0,7200.0
Corsair Vengeance RGB RS 32 GB,79.98,0.9823184673785158,Black / Gray,0.6962102225260121,0.7032967032967032,0.12156862745098039,4.0,0.3684210526315789,2,16,32,16.0,3200.0
Corsair Vengeance RGB RT 32 GB,79.98,0.9823184673785158,White / Black,0.6962102225260121,0.6593406593406593,0.12156862745098039,4.0,0.42105263157894735,2,16,32,18.0,3600.0
Corsair Vengeance LPX 32 GB,94.99,0.9771127933047705,Black / Yellow,0.6962102225260121,0.7032967032967032,0.12156862745098039,4.0,0.3684210526315789,4,8,32,16.0,3200.0
Corsair Dominator Platinum RGB 32 GB,169.99,0.9510955224543255,Black,0.6962102225260121,0.3516483516483516,0.12156862745098039,5.0,0.7894736842105263,2,16,32,32.0,6400.0
G.Skill Trident Z RGB 128 GB,488.99,0.9676560037294382,Black,0.772157666894509,0.6593406593406593,0.4980392156862745,4.0,0.47368421052631576,4,32,128,18.0,4000.0
Corsair Vengeance 64 GB,229.99,0.970164494860923,Black / Gray,0.6962102225260121,0.39560439560439553,0.24705882352941178,5.0,0.736842105263158,2,32,64,30.0,6000.0
Samsung M378A2K43CB1-CTD 16 GB,54.98,0.9719182187493063,Green / Black,0.37312979418242587,0.6373626373626373,0.058823529411764705,4.0,0.2981578947368421,1,16,16,19.0,2666.0
TEAMGROUP T-Force Vulcan alpha 32 GB,80.98,0.9819632827935267,Black / Silver,0.4936583883952306,0.21978021978021978,0.12156862745098039,5.0,0.736842105263158,2,16,32,38.0,6000.0
G.Skill Ripjaws S5 32 GB,97.99,0.9760694385863653,Black,0.6419837472469052,0.39560439560439553,0.12156862745098039,5.0,0.6842105263157894,2,16,32,30.0,5600.0
Corsair Vengeance RGB 64 GB,204.99,0.9745044065087575,Black / Gray,0.4792283739652162,0.2637362637362637,0.24705882352941178,5.0,0.6842105263157894,2,32,64,36.0,5600.0
G.Skill Trident Z RGB 32 GB,79.98,0.9823184673785158,Black,0.6962102225260121,0.7032967032967032,0.12156862745098039,4.0,0.3684210526315789,2,16,32,16.0,3200.0
G.Skill Flare X 16 GB,69.99,0.9615068706018159,Black,0.7911445279866333,0.7472527472527473,0.058823529411764705,4.0,0.3684210526315789,2,8,16,14.0,3200.0
TEAMGROUP T-Create Expert 32 GB,89.99,0.978844318156592,Black,0.5063416116047696,0.17582417582417575,0.12156862745098039,5.0,0.7894736842105263,2,16,32,40.0,6400.0
Silicon Power XPOWER Turbine RGB 32 GB,56.99,0.9902879215042067,Silver / Black,0.6962102225260121,0.7032967032967032,0.12156862745098039,4.0,0.3684210526315789,2,16,32,16.0,3200.0
Kingston ValueRAM 8 GB,23.79,0.9770461961950851,Green / Black,0.37312979418242587,0.6373626373626373,0.027450980392156862,4.0,0.2981578947368421,1,8,8,19.0,2666.0
ADATA XPG SPECTRIX D50 32 GB,79.98,0.9823184673785158,White,0.6962102225260121,0.7032967032967032,0.12156862745098039,4.0,0.3684210526315789,2,16,32,16.0,3200.0
Crucial Ballistix 16 GB,89.99,0.9476324727506826,White,0.6962102225260121,0.7032967032967032,0.058823529411764705,4.0,0.3684210526315789,2,8,16,16.0,3200.0
Kingston FURY Beast RGB 32 GB,95.99,0.9767576087197816,Black,0.6962102225260121,0.6593406593406593,0.12156862745098039,4.0,0.42105263157894735,2,16,32,18.0,3600.0
TEAMGROUP T-Force Vulcan TUF Gaming Alliance 16 GB,33.99,0.9864807867338558,Gold / Black,0.6962102225260121,0.7032967032967032,0.058823529411764705,4.0,0.3684210526315789,2,8,16,16.0,3200.0
Corsair Vengeance 16 GB,54.99,0.9719071192310254,Black,0.28723323460165573,0.17582417582417575,0.058823529411764705,5.0,0.631578947368421,1,16,16,40.0,5200.0
Corsair Dominator Platinum RGB 64 GB,354.99,0.9484871356583124,Black,0.6962102225260121,0.3516483516483516,0.24705882352941178,5.0,0.7894736842105263,4,16,64,32.0,6400.0
G.Skill Trident Z Neo 32 GB,129.99,0.9649699203054587,Silver / Black,0.6962102225260121,0.6593406593406593,0.12156862745098039,4.0,0.42105263157894735,4,8,32,18.0,3600.0
G.Skill F5-5600J2834F32GX2-TZ5RK 64 GB,209.99,0.9736386440828468,Black,0.6962102225260121,0.43956043956043955,0.24705882352941178,5.0,0.6842105263157894,2,32,64,28.0,5600.0
G.Skill Trident Z Royal 32 GB,115.99,0.9698204097942149,Silver,0.772157666894509,0.6593406593406593,0.12156862745098039,4.0,0.47368421052631576,2,16,32,18.0,4000.0
Corsair Vengeance 32 GB,104.99,0.9736386440828468,White,0.28723323460165573,0.17582417582417575,0.12156862745098039,5.0,0.631578947368421,2,16,32,40.0,5200.0
Kingston FURY Beast 64 GB,208.35,0.9739272315581504,Black,0.2532087795245692,0.21978021978021978,0.24705882352941178,5.0,0.5789473684210527,2,32,64,38.0,4800.0
G.Skill Trident Z 32 GB,124.99,0.9667014451572802,White / Black,0.6962102225260121,0.3516483516483516,0.12156862745098039,5.0,0.7894736842105263,2,16,32,32.0,6400.0
Corsair Dominator Platinum RGB 16 GB,54.99,0.9719071192310254,Black,0.6962102225260121,0.7032967032967032,0.058823529411764705,4.0,0.3684210526315789,2,8,16,16.0,3200.0
Kingston FURY Beast 32 GB,115.7,0.9699203054587431,Black / Silver,0.2532087795245692,0.21978021978021978,0.12156862745098039,5.0,0.5789473684210527,2,16,32,38.0,4800.0
Kingston Fury Renegade RGB 32 GB,154.99,0.9563011965280707,Silver / Black,0.6455532771322245,0.3516483516483516,0.12156862745098039,5.0,0.736842105263158,2,16,32,32.0,6000.0
G.Skill Trident Z5 32 GB,102.99,0.9743379137345439,Silver / Black,0.5443153337890181,0.2637362637362637,0.12156862745098039,5.0,0.736842105263158,2,16,32,36.0,6000.0
Patriot Viper Steel 8 GB,21.99,0.9795435878082891,Silver / Black,0.6962102225260121,0.7032967032967032,0.027450980392156862,4.0,0.3684210526315789,2,4,8,16.0,3200.0
ADATA XPG GAMMIX D20 32 GB,62.99,0.9882123115856771,Black / Silver,0.6962102225260121,0.7032967032967032,0.12156862745098039,4.0,0.3684210526315789,2,16,32,16.0,3200.0
Kingston FURY Beast 32 GB,79.99,0.9823073678602349,Black / Silver,0.6962102225260121,0.6593406593406593,0.12156862745098039,4.0,0.42105263157894735,2,16,32,18.0,3600.0
Corsair Vengeance LPX 16 GB,49.99,0.9753812684529491,Black / Yellow,0.6962102225260121,0.6593406593406593,0.058823529411764705,4.0,0.42105263157894735,2,8,16,18.0,3600.0
G.Skill Trident Z5 RGB 32 GB,135.99,0.9628832108686483,Black,0.6731981468823575,0.3076923076923077,0.12156862745098039,5.0,0.8157894736842106,2,16,32,34.0,6600.0
Kingston KSM29RD4/64HAR 64 GB,955.66,0.8443181565920039,,0.36811726285410495,0.5934065934065934,0.24705882352941178,4.0,0.3332894736842105,1,64,64,21.0,2933.0
