index,name,price,core_count,core_clock,boost_clock,tdp,graphics,smt,codename,socket,lithography,cache,supported_mem,supported_chipset,release_date,passmark,category,passmarkPred,cinebench,cinePred,blender,blenderPred
210,Intel Core i5-8600,239.86,6,3.1,4.3,65,Intel UHD Graphics 630,FALSE,Coffee Lake,1151,14,9,DDR4,,"Feb 14th, 2018",0.2058817103279512,Desktop,FALSE,0.1266600265604249,FALSE,0.1746004349477027,FALSE
211,Intel Core i9-9900,595,8,3.1,5,65,Intel UHD Graphics 630,TRUE,Coffee Lake-R,1151,14,16,DDR4,,"Apr 23rd, 2019",0.3593480303262033,Desktop,FALSE,0.2880146082337317,FALSE,0.2431046981255825,FALSE
212,Intel Core i5-2500,58.87,4,3.3,3.3,95,Intel HD Graphics 2000,FALSE,Sandy Bridge,1155,32,6,DDR3,,"Jan 9th, 2011",0.080294522,Desktop,FALSE,0.037018592,TRUE,0.060340364,FALSE
213,Intel Core i9-10920X,679.99,12,3.5,4.8,165,,TRUE,Cascade Lake-X,2066,14,19.25,DDR4,,"Oct 19th, 2019",0.5739692805173807,Desktop,FALSE,0.4399070385126161,TRUE,0.3787496979529842,FALSE
214,AMD Threadripper 2950X,1075,16,3.5,4.4,180,,TRUE,Colfax,SP3r2,12,32,DDR4,,"Aug 31st, 2018",0.6707596845026109,Unknown,TRUE,0.5101261620185923,TRUE,0.5126169353446788,TRUE
215,Intel Core i9-11900F,312.5,8,2.5,5.2,65,,TRUE,Rocket Lake,1200,14,16,DDR4,,"Mar 16th, 2021",0.5110008958028359,Desktop,FALSE,0.3959163346613545,TRUE,0.3434706065104076,TRUE
216,Intel Core i3-4130,77.14,2,3.4,3.4,54,Intel HD Graphics 4400,TRUE,Haswell,1150,22,3,DDR3,,"Sep 1st, 2013",0.062596954,Desktop,FALSE,0.025398406,FALSE,0.064275605,FALSE
217,Intel Pentium Gold G5400,64.95,2,3.7,3.7,58,Intel UHD Graphics 610,TRUE,Coffee Lake,1151,14,4,DDR4,,"Apr 2nd, 2018",0.072035657,Desktop,FALSE,0.031374502,FALSE,0.062532362,FALSE
218,Intel Pentium G4400,42.99,2,3.3,3.3,54,Intel HD Graphics 510,FALSE,Skylake,1151,14,4,"DDR3, DDR4",,"Sep 1st, 2015",0.04747755,Desktop,FALSE,0.019422311,TRUE,0.036245642,TRUE
219,Intel Core i3-4170,95.8,2,3.7,3.7,54,Intel HD Graphics 4400,TRUE,Haswell,1150,22,3,DDR3,"H81, B85, H87, Z87, H91, B95, H97, Z97","May 1st, 2014",0.068670934,Desktop,FALSE,0.025564409,TRUE,0.056318824,FALSE
220,Intel Xeon E5-2670 V3,,12,2.3,3.1,120,,TRUE,Haswell-EP,2011-3,22,30,"DDR3, DDR4","C612, X99","Sep 8th, 2014",0.2298062007035329,Unknown,TRUE,0.1723107569721115,TRUE,0.2312817149366564,TRUE
221,Intel Core i7-6950X,328.29,10,3,3.5,140,,TRUE,Broadwell-E,2011-3,14,25,DDR4,,"May 31st, 2016",0.3652253708842229,Desktop,FALSE,0.2694223107569721,FALSE,0.3706030584417825,FALSE
222,Intel Pentium G4560,168,2,3.5,3.5,54,Intel HD Graphics 610,TRUE,Kaby Lake,1151,14,3,DDR4,,"Jan 3rd, 2017",0.067447399,Desktop,FALSE,0.025398406,TRUE,0.050053505,TRUE
223,Intel Core i3-9350KF,207.36,4,4,4.6,91,,FALSE,Coffee Lake,1151,14,8,DDR4,,"Jan 8th, 2019",0.1505822718433874,Desktop,FALSE,0.091135458,TRUE,0.1156408574683282,TRUE
224,Intel Core i3-3220,39.94,2,3.3,3.3,55,Intel HD Graphics 2500,TRUE,Ivy Bridge,1155,22,3,DDR3,,"Sep 3rd, 2012",0.038825406,Desktop,FALSE,0.016434263,FALSE,0.038869136,FALSE
225,Intel Core i7-4930K,175,6,3.4,3.9,130,,TRUE,Ivy Bridge-E,2011,22,12,DDR3,,"Sep 1st, 2013",0.1951976228451571,Desktop,FALSE,0.1440903054448871,FALSE,0.1163485104767164,FALSE
226,Intel Core i3-8350K,217.3,4,4,4,91,Intel UHD Graphics 630,FALSE,Coffee Lake,1151,14,8,DDR4,,"Oct 5th, 2017",0.1406191963993095,Desktop,FALSE,0.081839309,TRUE,0.1104629086264627,TRUE
227,Intel Core i7-7800X,405.86,6,3.5,4,140,,TRUE,Skylake-X,2066,14,8.25,DDR4,,"Jun 26th, 2017",0.2717559920470187,Desktop,FALSE,0.1807768924302788,FALSE,0.2023369809106286,FALSE
228,Intel Pentium Gold G6405,72.98,2,4.1,4.1,58,Intel UHD Graphics 610,TRUE,Comet Lake-R,1200,14,4,DDR4,,"Mar 16th, 2021",0.084314711,Desktop,FALSE,0.038512616,TRUE,0.060409403,TRUE
229,AMD FX-8300,100,8,3.3,3.3,95,,FALSE,Vishera,AM3+,32,8,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series","Oct 23rd, 2012",0.1234023028687539,Unknown,TRUE,0.087649402,TRUE,0.132900687,TRUE
230,Intel Core i5-4670,135.86,4,3.4,3.4,84,Intel HD Graphics 4600,FALSE,Haswell,1150,22,6,DDR3,,"Jun 2nd, 2013",0.1095501321855404,Desktop,FALSE,0.053784861,FALSE,0.083157858,FALSE
231,Intel Core i5-3330,74.35,4,3,3,77,Intel HD Graphics 2500,FALSE,Ivy Bridge,1155,22,6,DDR3,,"Sep 3rd, 2012",0.080054185,Desktop,FALSE,0.031374502,TRUE,0.074217267,TRUE
232,Intel Core i7-5960X,215.61,8,3,3.5,140,,TRUE,Haswell-E,2011-3,22,20,DDR4,,"Sep 1st, 2014",0.2685879088465992,Desktop,FALSE,0.1932270916334661,FALSE,0.2664227277434499,FALSE
233,Intel Core i3-2120,128.12,2,3.3,3.3,65,Intel HD Graphics 2000,TRUE,Sandy Bridge,1155,32,3,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Feb 20th, 2011",0.032773274,Desktop,FALSE,0.003818061,TRUE,0.035607028,FALSE
234,AMD FX-9370,109,8,4.4,4.7,220,,FALSE,Vishera,AM3+,32,8,DDR3,"AMD 800 Series, AMD 900 Series","Jun 11th, 2013",0.2504752124800629,Unknown,TRUE,0.1668326693227091,TRUE,0.2226518,TRUE
235,Intel Core i7-7820X,329.88,8,3.6,4.5,140,,TRUE,Skylake-X,2066,14,11,DDR4,,"Jun 26th, 2017",0.3683060586860102,Desktop,FALSE,0.2807104913678618,FALSE,0.2928820463253823,FALSE
236,Intel Core i7-7700T,489.95,4,2.9,3.8,35,Intel HD Graphics 630,TRUE,Kaby Lake,1151,14,8,DDR4,,"Jan 3rd, 2017",0.1558915423102973,Desktop,FALSE,0.1010956175298804,FALSE,0.1546998515654665,FALSE
237,Intel Core i5-13500T,,14,1.6,4.6,35,Intel UHD Graphics 770,TRUE,Raptor Lake-S,1700,10,24,"DDR4, DDR5","H610, B650, H670, Z690, H710, B750, H770, Z790","Jan 4th, 2023",0.6326552906989447,Unknown,TRUE,0.4928618857901726,TRUE,0.4522075321895819,TRUE
238,Intel Core i3-13100T,,4,2.5,4.2,35,Intel UHD Graphics 730,TRUE,Raptor Lake-S,1700,10,12,"DDR4, DDR5","H610, B650, H670, Z690, H710, B750, H770, Z790","Jan 4th, 2023",0.2560248202932115,Unknown,TRUE,0.1733067729083665,TRUE,0.1674203458869826,TRUE
239,Intel Xeon E-2176G,1070.23,6,3.7,4.7,80,Intel HD Graphics P630,TRUE,Coffee Lake-S WS,1151,14,12,DDR4,"C242, C246","Jul 12th, 2018",0.2887762459306517,Server,FALSE,0.2109893758300132,TRUE,0.2088439366219061,TRUE
240,AMD Threadripper 2970WX,1156,24,3,4.2,250,,TRUE,Colfax,SP3r2,12,64,DDR4,,"Oct 2nd, 2018",0.4770914811335183,Unknown,TRUE,0.4143426294820717,TRUE,0.4850012081880631,TRUE
241,Intel Core i3-4160,59.99,2,3.6,3.6,54,Intel HD Graphics 4400,TRUE,Haswell,1150,22,3,DDR3,,"Jul 21st, 2014",0.06705412,Desktop,FALSE,0.025398406,TRUE,0.050053505,TRUE
242,Intel Core i5-11600,240,6,2.8,4.8,65,Intel UHD Graphics 750,TRUE,Rocket Lake,1200,14,12,DDR4,,"Mar 16th, 2021",0.3909196180821079,Desktop,FALSE,0.2803784860557768,TRUE,0.3242086368186682,FALSE
243,Intel Core i7-920,99,4,2.66,2.66,130,,TRUE,Bloomfield,1366,45,8,DDR3,,"Nov 17th, 2008",0.050580087,Desktop,FALSE,0.025066401,TRUE,0.091442577,FALSE
244,AMD FX-8370,241.98,8,4,4.3,125,,FALSE,Vishera,AM3+,32,8,DDR3,,"Sep 2nd, 2014",0.1634293954423299,Unknown,TRUE,0.079183267,FALSE,0.096965722,FALSE
245,Intel Core i9-7980XE,1193,18,2.6,4.4,165,,TRUE,Skylake-X,2066,14,24.75,DDR4,,"Sep 1st, 2017",0.6427057615416548,Desktop,FALSE,0.5094621513944223,TRUE,0.5426490386274982,FALSE
246,AMD Athlon 220GE,104.39,2,3.4,3.4,35,Radeon Vega 3,TRUE,Zen,AM4,14,4,DDR4,"A320, B350, X370, B450, X470","Dec 21st, 2018",0.07389281,Unknown,TRUE,0.030212483,TRUE,0.051779488,TRUE
247,Intel Celeron G4900T,59.95,2,1.8,1.8,35,Intel UHD Graphics 610,FALSE,Coffee Lake,1151,14,2,DDR4,,"Apr 3rd, 2018",0.043195176,Desktop,FALSE,0.017098274,TRUE,0.02934171,TRUE
248,AMD Phenom II X4 965 BE,90,4,3.4,3.4,125,,FALSE,Deneb,AM3,45,6,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Nov 7th, 2009",0.053901112,Unknown,TRUE,0.031706507,TRUE,0.067313335,TRUE
249,Intel Pentium Gold G6605,69.99,2,4.3,4.3,58,Intel UHD Graphics 630,TRUE,Comet Lake-R,1200,14,4,DDR4,,"Mar 16th, 2021",0.088859272,Desktop,FALSE,0.040504648,TRUE,0.063861369,TRUE
250,Intel Core i7-5930K,319.95,6,3.5,3.7,140,,TRUE,Haswell-E,2011-3,22,15,DDR4,,"Sep 1st, 2014",0.215822937,Desktop,FALSE,0.1582005312084993,FALSE,0.1807104145811039,FALSE
251,Intel Pentium G640,45,2,2.8,2.8,65,Intel HD Graphics,FALSE,Sandy Bridge,1155,32,3,DDR3,,"Jun 3rd, 2012",0.018440429,Desktop,FALSE,0.001660027,TRUE,0.022437778,TRUE
252,Intel Core i5-4430,123.85,4,3,3,84,Intel HD Graphics 4600,FALSE,Haswell,1150,22,6,DDR3,,"Jun 2nd, 2013",0.092202146,Desktop,FALSE,0.04000664,TRUE,0.081121199,TRUE
253,AMD Threadripper 2920X,950,12,3.5,4.3,180,,TRUE,Colfax,SP3r2,12,32,DDR4,,"Oct 3rd, 2018",0.4222508684917739,Unknown,TRUE,0.3615537848605578,TRUE,0.3451965894576961,TRUE
254,Intel Core i7-3930K,298.98,6,3.2,3.2,130,,TRUE,Sandy Bridge-E,2011,32,12,DDR3,,"Nov 14th, 2011",0.1708143066267561,Desktop,FALSE,0.1148738379814076,TRUE,0.127360282,FALSE
255,AMD FX-6120,58.53,6,3.5,4.1,95,,FALSE,Zambezi,AM3+,32,8,DDR3,,"Oct 23rd, 2012",0.1433284537569096,Unknown,TRUE,0.085491368,TRUE,0.1277227380993476,TRUE
256,Intel Xeon E5-2698 V3,,16,2.3,3.6,135,,TRUE,Haswell-EP,2011-3,22,40,DDR4,"C612, X99","Sep 8th, 2014",0.281872009,Unknown,TRUE,0.2051792828685258,TRUE,0.2934171010390417,TRUE
257,Intel Xeon E5-2680,80,8,2.7,3.5,130,,TRUE,Sandy Bridge-EP,2011,32,20,DDR3,,"Mar 6th, 2012",0.1952194716948152,Server,FALSE,0.14873838,TRUE,0.1812282094652904,TRUE
258,AMD FX-6350,100,6,3.9,3.9,125,,FALSE,Vishera,AM3+,32,8,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series","Apr 29th, 2013",0.1477637702374969,Unknown,TRUE,0.090803453,TRUE,0.1346266698885015,TRUE
259,Intel Core i9-10940X,850,14,3.3,4.8,165,,TRUE,Cascade Lake-X,2066,14,19.25,DDR4,,"Oct 19th, 2019",0.6159846184098406,Desktop,FALSE,0.4848937583001328,FALSE,0.4626497290206772,FALSE
260,Intel Xeon E5-2620 V3,55.29,6,2.4,3.2,85,,TRUE,Haswell-EP,2011-3,22,15,DDR4,"C612, X99","Sep 8th, 2014",0.1775437523214402,Unknown,TRUE,0.1093957503320053,TRUE,0.1484345334668093,TRUE
261,Intel Celeron G3900,49.99,2,2.8,2.8,51,Intel HD Graphics 510,FALSE,Skylake,1151,14,4,"DDR3, DDR4",,"Sep 1st, 2015",0.039022045,Desktop,FALSE,0.016932271,TRUE,0.031067693,TRUE
262,Intel Xeon E5-2699 V3,,18,2.3,3.6,145,,TRUE,Haswell-EP,2011-3,22,45,DDR4,"C612, X99","Sep 8th, 2014",0.3403176822740282,Unknown,TRUE,0.2601261620185923,TRUE,0.3434706065104076,TRUE
263,Intel Core i7-3820,117.97,4,3.6,3.6,130,,TRUE,Sandy Bridge-E,2011,32,10,DDR3,,"Feb 13th, 2012",0.1164106709781729,Desktop,FALSE,0.068559097,TRUE,0.071973489,FALSE
264,Intel Core i7-13700T,,16,1.4,4.9,35,,TRUE,Raptor Lake-S,1700,10,30,"DDR4, DDR5","B660, Z690, B760, Z790","Jan 4th, 2023",0.7010203412790317,Unknown,TRUE,0.5400066401062417,TRUE,0.5057130035555248,TRUE
265,Intel Xeon E5-2630,36.65,6,2.3,2.3,95,,TRUE,Sandy Bridge-EP,2011,32,15,DDR3,,"Mar 6th, 2012",0.1246476872992636,Server,FALSE,0.081507304,TRUE,0.1135006386136905,FALSE
266,Intel Core i7-860,270,4,2.8,2.8,95,,TRUE,Lynnfield,1156,45,8,DDR3,,"Sep 8th, 2009",0.053835566,Desktop,FALSE,0.029714475,TRUE,0.062221685,FALSE
267,Intel Core i7-4820K,168,4,3.7,3.9,130,,TRUE,Ivy Bridge-E,2011,22,10,DDR3,,"Sep 1st, 2013",0.1327317616727479,Desktop,FALSE,0.088313413,FALSE,0.083572094,FALSE
268,AMD FX-4300,,4,3.8,3.8,95,,FALSE,Vishera,AM3+,32,8,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series","Oct 23rd, 2012",0.0902139,Unknown,TRUE,0.044322709,TRUE,0.082847181,TRUE
269,Intel Core i5-2400S,99.07,4,2.5,2.5,65,Intel HD Graphics 2000,FALSE,Sandy Bridge,1155,32,6,DDR3,,"Jan 9th, 2011",0.059734755,Desktop,FALSE,0.024568393,TRUE,0.058942318,FALSE
270,Intel Xeon E5-2697 V2,,12,2.7,3.5,130,,TRUE,Ivy Bridge-EP,2011,22,30,DDR3,,"Sep 1st, 2013",0.2675610129126701,Unknown,TRUE,0.1970451527224435,TRUE,0.2537194932514067,TRUE
271,Intel Core i9-7920X,538.5,12,2.9,4.4,140,,TRUE,Skylake-X,2066,14,16.5,DDR4,,"Sep 10th, 2017",0.4995957962813258,Desktop,FALSE,0.3721779548472775,FALSE,0.4864855535227312,FALSE
272,Intel Core i3-10305,109.99,4,3.8,4.5,65,Intel UHD Graphics 630,TRUE,Comet Lake-R,1200,14,8,DDR4,,"Mar 16th, 2021",0.2023858943826607,Desktop,FALSE,0.1344621513944223,TRUE,0.1432565846249439,TRUE
273,Intel Core i3-10300,178.24,4,3.7,4.4,65,Intel UHD Graphics 630,TRUE,Comet Lake,1200,14,8,DDR4,,"Apr 30th, 2020",0.1935371102711442,Desktop,FALSE,0.1168658698539176,TRUE,0.1380786357830784,TRUE
274,Intel Xeon E5-2650,48.96,8,2,2.8,95,,TRUE,Sandy Bridge-EP,2011,32,20,DDR3,,"Mar 6th, 2012",0.1509537022875745,Server,FALSE,0.1070717131474103,TRUE,0.1501605164140978,TRUE
275,Intel Core i7-4790S,163,4,3.2,4,65,Intel HD Graphics 4000,TRUE,Haswell,1150,22,8,DDR3,"Z87, H87, Z97, H97","May 11th, 2014",0.1426292905678516,Desktop,FALSE,0.078851262,FALSE,0.1146397873589009,FALSE
276,AMD FX-6100,72.8,6,3.3,3.3,95,,FALSE,Zambezi,AM3+,32,8,DDR3,,"Oct 12th, 2011",0.1102711442242565,Unknown,TRUE,0.063911023,TRUE,0.1104629086264627,TRUE
277,Intel Core i9-9980XE,1998.95,18,3,4.4,165,,TRUE,Skylake-X,2066,14,24.75,DDR4,,"Oct 19th, 2018",0.687779938,Desktop,FALSE,0.5053120849933599,FALSE,0.5371258931961752,FALSE
278,Intel Core i3-530,50,2,2.93,2.93,73,Intel HD Graphics,TRUE,Clarkdale,1156,32,4,DDR3,"H57, , H55, , P55, ","Jan 7th, 2010",0.022351373,Desktop,FALSE,0.001660027,TRUE,0.02934171,TRUE
279,Intel Core i5-9600,235,6,3.1,4.6,65,Intel UHD Graphics 630,FALSE,Coffee Lake,1151,14,9,DDR4,,"Oct 19th, 2018",0.2172431121501452,Desktop,FALSE,0.1533864541832669,TRUE,0.1639683799924056,TRUE
280,Intel Core i7-4960X,1000,6,3.6,4,130,,TRUE,Ivy Bridge-E,2011,22,15,DDR3,,"Sep 3rd, 2013",0.2071270947584609,Desktop,FALSE,0.14873838,TRUE,0.1095999171528185,FALSE
281,AMD Phenom II X6 1090T BE,249.98,6,3.2,3.2,125,,FALSE,Thuban,AM3,45,6,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Apr 27th, 2010",0.085647491,Unknown,TRUE,0.043658699,TRUE,0.1018329938900203,TRUE
282,Intel Core i7-8700T,328,6,2.4,4,35,Intel UHD Graphics 630,TRUE,Coffee Lake,1151,14,12,DDR4,,"Apr 2nd, 2018",0.2185977408289453,Desktop,FALSE,0.1553784860557769,TRUE,0.1622423970451172,TRUE
283,Intel Xeon E3-1231 V3,,4,3.4,3.8,80,,TRUE,Haswell-WS,1150,22,8,DDR3,"C226, 8 Series, 9 Series","May 11th, 2014",0.1363805195656448,Unknown,TRUE,0.078519256,TRUE,0.1087369256791742,TRUE
284,Intel Xeon E3-1230 V5,298.95,4,3.4,3.8,80,,TRUE,Skylake-DT,1151,14,8,"DDR3, DDR4",,"Oct 19th, 2015",0.1463217461600646,Unknown,TRUE,0.084495352,TRUE,0.1139148745210397,TRUE
285,Intel Pentium G2020,94.79,2,2.9,2.9,55,Intel HD Graphics,FALSE,Ivy Bridge,1155,22,3,DDR3,,"Jan 21st, 2013",0.027485853,Desktop,FALSE,0,FALSE,0.034968415,FALSE
286,Intel Core i7-9800X,449.2,8,3.8,4.5,165,,TRUE,Skylake-X,2066,14,16.5,DDR4,,"Oct 19th, 2018",0.3892154078087788,Desktop,FALSE,0.2745683930942895,FALSE,0.2574993959059684,FALSE
287,Intel Pentium G3258,88.86,2,3.2,3.2,53,Intel HD Graphics,FALSE,Haswell,1150,22,3,DDR3,"H81, B85, H87, Z87, H97, Z97","Jun 2nd, 2014",0.036378335,Desktop,FALSE,0.019256308,TRUE,0.02934171,TRUE
288,Intel Xeon E5-1620 V3,69.5,4,3.5,3.6,140,,TRUE,Haswell-EP,2011-3,22,10,DDR4,"C612, X99","Sep 8th, 2014",0.1223317092355087,Unknown,TRUE,0.074037185,TRUE,0.1104629086264627,TRUE
289,Intel Core i5-3550,335,4,3.3,3.3,77,Intel HD Graphics 2500,FALSE,Ivy Bridge,1155,22,6,DDR3,,"Apr 29th, 2012",0.095195438,Desktop,FALSE,0.044488712,TRUE,0.082847181,TRUE
290,Intel Core i5-8500T,247.53,6,2.1,3.5,35,Intel UHD Graphics 630,FALSE,Coffee Lake,1151,14,9,DDR4,,"Apr 2nd, 2018",0.1589066835631103,Desktop,FALSE,0.092131474,FALSE,0.1171252028029962,FALSE
291,Intel Core i5-7640X,148.63,4,4,4.2,112,,FALSE,Kaby Lake-X,2066,14,6,DDR4,,"Jun 26th, 2017",0.1365334615132513,Desktop,FALSE,0.082005312,TRUE,0.1104629086264627,TRUE
292,Intel Core i7-870,199.88,4,2.93,2.93,95,,TRUE,Lynnfield,1156,45,8,DDR3,,"Sep 8th, 2009",0.057855754,Desktop,FALSE,0.029714475,TRUE,0.1049742828540853,FALSE
293,Intel Core i5-9500F,182,6,3,4.4,65,,FALSE,Coffee Lake,1151,14,9,DDR4,,"Apr 23rd, 2019",0.2163910070134807,Desktop,FALSE,0.145418327,TRUE,0.1639683799924056,TRUE
294,Intel Xeon E5-2667 V3,981.57,8,3.2,3.6,135,,TRUE,Haswell-EP,2011-3,22,20,DDR4,"C612, X99","Sep 8th, 2014",0.2643273831632765,Unknown,TRUE,0.1918990703851261,TRUE,0.219199834,TRUE
295,Intel Xeon E5-4620,50,8,2.2,2.6,95,,TRUE,Sandy Bridge-EP,2011,32,16,DDR3,,"May 14th, 2012",0.1399200332102514,Server,FALSE,0.1070717131474103,TRUE,0.1449825675722323,TRUE
296,Intel Core i5-3450,245.33,4,3.1,3.1,77,Intel HD Graphics 2500,FALSE,Ivy Bridge,1155,22,6,DDR3,,"Apr 29th, 2012",0.088946667,Desktop,FALSE,0.037848606,TRUE,0.079395216,TRUE
297,Intel Core i5-2380P,77.74,4,3.1,3.1,95,,FALSE,Sandy Bridge,1155,32,6,DDR3,,"Jan 30th, 2012",0.073652472,Desktop,FALSE,0.035856574,TRUE,0.074217267,TRUE
298,Intel Core i3-3240,116.69,2,3.4,3.4,55,Intel HD Graphics 2500,TRUE,Ivy Bridge,1155,22,3,DDR3,,"Sep 3rd, 2012",0.040660709,Desktop,FALSE,0.018260292,FALSE,0.034536919,FALSE
299,Intel Core i7-980X,153.64,6,3.33,3.33,130,,TRUE,Gulftown,1366,32,12,DDR3,,"Mar 16th, 2010",0.1395486027660643,Desktop,FALSE,0.089309429,TRUE,0.1346266698885015,TRUE
300,AMD FX-4350,122.96,4,4.2,4.2,125,,FALSE,Vishera,AM3+,32,8,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series","Apr 29th, 2013",0.080163429,Unknown,TRUE,0.039840637,TRUE,0.082847181,TRUE
301,Intel Xeon E3-1220 V3,90,4,3.1,3.5,80,,FALSE,Haswell-WS,1150,22,8,DDR3,"C226, 8 Series, 9 Series","Jun 2nd, 2013",0.098669405,Unknown,TRUE,0.044488712,TRUE,0.084573164,TRUE
302,Intel Core i7-950,113.69,4,3.06,3.06,130,,TRUE,Bloomfield,1366,45,8,DDR3,,"Jun 2nd, 2009",0.059603662,Desktop,FALSE,0.031208499,TRUE,0.074217267,TRUE
303,Intel Core i7-4770S,150.61,4,3.1,3.1,65,Intel HD Graphics 4600,TRUE,Haswell,1150,22,8,DDR3,"Z87, H87, Z97, H97","Jun 2nd, 2013",0.1396796958640127,Desktop,FALSE,0.079847278,TRUE,0.1070109427318858,TRUE
304,Intel Core i3-6300,89.01,2,3.8,3.8,51,Intel HD Graphics 530,TRUE,Skylake,1151,14,4,DDR4,,"Sep 1st, 2015",0.086521445,Desktop,FALSE,0.038512616,TRUE,0.060409403,TRUE
305,Intel Xeon E5-1650 V3,148.51,6,3.5,3.8,140,,TRUE,Haswell-EP,2011-3,22,15,DDR4,"C612, X99","Sep 8th, 2014",0.2082632349406803,Unknown,TRUE,0.14873838,TRUE,0.1743242776761365,TRUE
306,Intel Xeon E5-1630 V4,499.95,4,3.7,4,140,,TRUE,Broadwell-EP,2011-3,14,10,DDR4,"C612, X99","Jun 20th, 2016",0.1536629596451746,Unknown,TRUE,0.092795485,TRUE,0.1277227380993476,TRUE
307,Intel Core i5-650,33.98,2,3.2,3.2,73,Intel HD Graphics,TRUE,Clarkdale,1156,32,4,DDR3,"H57, , H55, , P55, ","Jan 7th, 2010",0.039087592,Desktop,FALSE,0.019422311,TRUE,0.037971625,TRUE
308,Intel Xeon E5-2640 V3,112,8,2.6,3.4,90,,TRUE,Haswell-EP,2011-3,22,20,DDR4,"C612, X99","Sep 8th, 2014",0.2282986300771264,Unknown,TRUE,0.1679946879150066,TRUE,0.1933100900963098,TRUE
309,Intel Xeon E3-1230 V2,271.85,4,3.3,3.3,69,,TRUE,Ivy Bridge,1155,22,8,DDR3,,"May 14th, 2012",0.1259804671284057,Server,FALSE,0.069555113,TRUE,0.1018329938900203,TRUE
310,AMD Athlon 240GE,104.39,2,3.5,3.5,35,Radeon Vega 3,TRUE,Zen,AM4,14,4,DDR4,"A320, B350, X370, B450, X470","Dec 21st, 2018",0.090126505,Desktop,FALSE,0.040670651,TRUE,0.060409403,TRUE
311,Intel Xeon E5-2660 V3,142.62,10,2.6,3.3,105,,TRUE,Haswell-EP,2011-3,22,25,DDR4,"C612, X99","Sep 8th, 2014",0.2397037295986366,Unknown,TRUE,0.1669986719787516,TRUE,0.2174738513583486,TRUE
312,Intel Xeon E5-2650 V2,,8,2.6,3.4,95,,TRUE,Ivy Bridge-EP,2011,22,20,DDR3,,"Sep 1st, 2013",0.2282986300771264,Unknown,TRUE,0.1681606905710491,TRUE,0.1933100900963098,TRUE
313,Intel Celeron G4920,79.95,2,3.2,3.2,65,Intel UHD Graphics 610,FALSE,Coffee Lake,1151,14,6,DDR4,,"Apr 3rd, 2018",0.043260722,Desktop,FALSE,0.019422311,TRUE,0.036245642,TRUE
314,Intel Core i5-2320,255.39,4,3,3,95,Intel HD Graphics 2000,FALSE,Sandy Bridge,1155,32,6,DDR3,,"Sep 4th, 2011",0.070047412,Desktop,FALSE,0.029216467,TRUE,0.053781629,FALSE
315,Intel Core i5-3350P,165,4,3.1,3.1,69,,FALSE,Ivy Bridge,1155,22,6,DDR3,,"Sep 3rd, 2012",0.083265966,Desktop,FALSE,0.032536521,TRUE,0.074217267,TRUE
316,Intel Core i5-4590S,260,4,3,3.7,65,Intel HD Graphics 4000,FALSE,Haswell,1150,22,6,DDR3,,"May 1st, 2014",0.1020122790535078,Desktop,FALSE,0.046646746,FALSE,0.094359488,FALSE
317,Intel Celeron G3930,55,2,2.9,2.9,51,Intel HD Graphics 610,FALSE,Kaby Lake,1151,14,2,DDR4,,"Jan 3rd, 2017",0.040289279,Desktop,FALSE,0.016932271,TRUE,0.031067693,TRUE
318,Intel Core i5-750,102,4,2.66,2.66,95,,FALSE,Lynnfield,1156,45,8,DDR3,,"Sep 8th, 2009",0.04520527,Desktop,FALSE,0.024236388,TRUE,0.051106355,FALSE
319,Intel Xeon E5-1660 V3,398.95,8,3,3.5,140,,TRUE,Haswell-EP,2011-3,22,20,DDR4,"C612, X99","Sep 8th, 2014",0.2536651445301405,Unknown,TRUE,0.1918990703851261,TRUE,0.2140218854637716,TRUE
320,AMD Phenom II X4 955,176.18,4,3.2,3.2,125,,FALSE,Deneb,AM3,45,6,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Apr 1st, 2009",0.043828792,Desktop,FALSE,0.025730412,TRUE,0.062135386,TRUE
321,Intel Core i5-760,219,4,2.8,2.8,95,,FALSE,Lynnfield,1156,45,8,DDR3,,"Jul 18th, 2010",0.04747755,Desktop,FALSE,0.024236388,TRUE,0.05868342,TRUE
322,Intel Xeon E5-1650 V4,,6,3.6,4,140,,TRUE,Broadwell-EP,2011-3,14,15,DDR4,"C612, X99","Jun 20th, 2016",0.2542550634709082,Unknown,TRUE,0.1885790172642762,TRUE,0.1984880389381753,TRUE
323,Intel Xeon E5-2695 V2,369.99,12,2.4,3.2,115,,TRUE,Ivy Bridge-EP,2011,22,30,DDR3,,"Sep 1st, 2013",0.2405558347353011,Unknown,TRUE,0.1723107569721115,TRUE,0.2364596637785218,TRUE
