index,name,price,core_count,core_clock,boost_clock,tdp,graphics,smt,codename,socket,lithography,cache,supported_mem,supported_chipset,release_date,passmark,category,passmarkPred,cinebench,cinePred,blender,blenderPred
469,Intel Core i3-10325,154.0,4,3.9,4.7,65,Intel UHD Graphics 630,True,Comet Lake-R,1200,14,8.0,,,"Mar 16th, 2021",0.2159103323210033,Desktop,False,0.1500664010624169,True,0.1501605164140978,True
470,AMD Ryzen 7 PRO 7745,,8,3.8,5.3,65,Radeon,True,Raphael,AM5,5,32.0,DDR5,"X670E, X670, B650E, B650, A620","Jun 13th, 2023",0.6169896654941117,Unknown,True,0.4676294820717132,True,0.4004280437709275,True
471,Intel Core i7-965,798.95,4,3.2,3.2,130,,True,Bloomfield,1366,45,8.0,DDR3,,"Nov 17th, 2008",0.0625314077213834,Desktop,False,0.0312084993359893,True,0.0759432496806931,True
472,AMD Phenom II X4 925,21.0,4,2.8,2.8,95,,False,Deneb,AM3,45,6.0,DDR2,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","May 11th, 2009",0.0381699403526404,Desktop,False,0.0242363877822045,True,0.0535054713659429,True
473,AMD Phenom II X4 940 BE,,4,3.0,3.0,125,,False,Deneb,AM2+,45,6.0,DDR2,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jan 8th, 2009",0.0370119513207629,Unknown,True,0.0242363877822045,True,0.0586834202078083,True
474,Intel Core i7-3770T,156.59,4,2.5,3.7,45,Intel HD Graphics 4000,True,Ivy Bridge,1155,22,8.0,DDR3,,"Apr 29th, 2012",0.1124560291900631,Desktop,False,0.0595949535192563,True,0.089751113259001,True
475,Intel Xeon E5-2620,58.0,6,2.0,2.0,95,,True,Sandy Bridge-EP,2011,32,15.0,,,"Mar 6th, 2012",0.1060543162402499,Server,False,0.0659030544488711,True,0.0766681625185543,False
476,AMD FX-6200,,6,3.8,3.8,125,,False,Zambezi,AM3+,32,8.0,DDR3,,"Feb 27th, 2012",0.1422360112740064,Unknown,True,0.0879814077025232,True,0.132900686941213,True
477,Intel Core i3-4360,199.88,2,3.7,3.7,54,Intel HD Graphics 4600,True,Haswell,1150,22,4.0,DDR3,,"May 1st, 2014",0.0712709475846096,Desktop,False,0.0305444887118193,True,0.0535054713659429,True
478,AMD FX-8370E,,8,3.3,4.3,95,,False,Vishera,AM3+,32,8.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series","Sep 2nd, 2014",0.1477637702374969,Unknown,True,0.098605577689243,True,0.1467085505195208,True
479,Intel Core i5-4670S,533.0,4,3.1,3.8,65,Intel HD Graphics 4600,False,Haswell,1150,22,6.0,DDR3,,"Jun 2nd, 2013",0.0981668815136883,Desktop,False,0.0449867197875166,True,0.082847181469847,True
480,Intel Pentium G4560T,79.98,2,2.9,2.9,35,Intel HD Graphics 610,True,Kaby Lake,1151,14,3.0,DDR4,,"Jan 3rd, 2017",0.0542506937009766,Desktop,False,0.022742363877822,True,0.039697607787635,True
481,Intel Pentium Gold G5600,158.0,2,3.9,3.9,54,Intel UHD Graphics 630,True,Coffee Lake,1151,14,4.0,DDR4,,"Apr 2nd, 2018",0.0730407044069129,Desktop,False,0.0317065073041168,True,0.0535054713659429,True
482,Intel Core i5-9400T,182.0,6,1.8,3.4,35,Intel UHD Graphics 630,False,Coffee Lake,1151,14,9.0,DDR4,,"Sep 1st, 2018",0.1615285455220782,Desktop,False,0.0853253652058432,False,0.1218371362490938,False
483,Intel Core i3-3220T,138.0,2,2.8,2.8,35,Intel HD Graphics 2500,True,Ivy Bridge,1155,22,3.0,DDR3,,"Sep 3rd, 2012",0.0332757980292337,Desktop,False,0.0013280212483399,True,0.0293417101039041,True
484,AMD Phenom II X2 555 BE,,2,3.2,3.2,80,,False,Callisto,AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jan 25th, 2010",0.0183311848631169,Unknown,True,0.0038180610889774,True,0.0241637612620387,True
485,Intel Core i5-660,255.29,2,3.33,3.33,73,Intel HD Graphics,True,Clarkdale,1156,32,4.0,DDR3,"H57, , H55, , P55, ","Jan 7th, 2010",0.0420808844414341,Desktop,False,0.0197543160690571,True,0.039697607787635,True
486,Intel Core i7-880,338.97,4,3.06,3.06,95,,True,Lynnfield,1156,45,8.0,DDR3,,"May 30th, 2010",0.0544910310472153,Desktop,False,0.0312084993359893,True,0.0655873519969622,True
487,Intel Xeon E3-1220,115.01,4,3.1,3.1,80,,False,Sandy Bridge,1155,32,8.0,DDR3,,"Apr 3rd, 2011",0.0749197054775065,Server,False,0.0312084993359893,True,0.0724912837861161,True
488,Intel Xeon E3-1230,417.95,4,3.2,3.2,80,,True,Sandy Bridge,1155,32,8.0,DDR3,,"Apr 3rd, 2011",0.1000677314339399,Server,False,0.047144754316069,True,0.0880251303117125,True
489,Intel Xeon E5-2687W V2,,8,3.4,4.0,150,,True,Ivy Bridge-EP,2011,22,20.0,DDR3,,"Sep 1st, 2013",0.2720618759422316,Unknown,True,0.1864209827357237,True,0.226103766094791,True
490,Intel Celeron G1840,69.0,2,2.8,2.8,53,Intel HD Graphics,False,Haswell,1150,22,3.0,DDR3,,"May 1st, 2014",0.0291026677445432,Desktop,False,0.0013280212483399,True,0.0258897442093272,True
491,Intel Pentium G3450,57.97,2,3.4,3.4,53,Intel HD Graphics,False,Haswell,1150,22,3.0,DDR3,,"May 1st, 2014",0.036378334680679,Desktop,False,0.0195883134130146,True,0.0310676930511926,True
492,Intel Xeon E5-2687W V3,,10,3.1,3.5,160,,True,Haswell-EP,2011-3,22,25.0,DDR4,"C612, X99","Sep 8th, 2014",0.3086150014201752,Unknown,True,0.2237715803452855,True,0.2640753909351375,True
493,Intel Xeon E3-1220 V5,,4,3.0,3.5,80,,False,Skylake-DT,1151,14,8.0,"DDR3, DDR4",,"Oct 19th, 2015",0.1135484716729664,Unknown,True,0.0574369189907038,True,0.0932030791535779,True
494,AMD Phenom II X4 830,59.58,4,2.8,2.8,95,,False,Deneb,AM3,45,4.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Sep 1st, 2009",0.0348707640542725,Unknown,False,0.0242363877822045,True,0.0517794884186544,True
495,Intel Celeron G530,65.86,2,2.4,2.4,65,Intel HD Graphics,False,Sandy Bridge,1155,32,2.0,DDR3,,"Sep 4th, 2011",0.0146387292709038,Desktop,False,0.0016600265604249,True,0.0189858124201732,True
496,Intel Xeon E3-1245 V2,367.5,4,3.4,3.4,77,Intel HD Graphics P4000,True,Ivy Bridge,1155,22,8.0,DDR3,,"May 14th, 2012",0.1286897244860058,Server,False,0.0695551128818061,True,0.1035589768373088,True
497,Intel Xeon E5-2630L V3,410.0,8,1.8,2.9,55,,True,Haswell-EP,2011-3,22,20.0,DDR4,"C612, X99","Sep 8th, 2014",0.2122834232777644,Unknown,True,0.1558764940239043,True,0.1777762435707135,True
498,Intel Xeon E-2134,297.57,4,3.5,4.5,71,,True,Coffee Lake-S WS,1151,14,8.0,DDR4,"C242, C246","Jul 12th, 2018",0.1816731849068146,Server,False,0.1113877822045152,True,0.132900686941213,True
499,Intel Core i5-661,99.5,2,3.33,3.33,87,Intel HD Graphics,True,Clarkdale,1156,32,4.0,DDR3,"H57, , H55, , P55, ","Jan 7th, 2010",0.0444842579038213,Desktop,False,0.0197543160690571,True,0.043149573682212,True
500,AMD Phenom II X4 970 BE,,4,3.5,3.5,125,,False,Zosma,AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Oct 1st, 2010",0.0546221241451637,Unknown,True,0.0318725099601593,True,0.0690393178915392,True
501,AMD Phenom II X4 960T BE,,4,3.0,3.0,95,,False,Zosma,AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jun 1st, 2010",0.0394808713321243,Unknown,True,0.0242363877822045,True,0.0552314543132313,True
502,AMD FX-4170,,4,4.2,4.2,125,,False,Zambezi,AM3+,32,8.0,DDR3,,"Feb 27th, 2012",0.0801634293954423,Unknown,True,0.0398406374501991,True,0.082847181469847,True
503,Intel Pentium G645,84.0,2,2.9,2.9,65,Intel HD Graphics 2500,False,Sandy Bridge,1155,32,3.0,DDR3,,"Sep 2nd, 2012",0.0202538836330267,Desktop,False,0.0016600265604249,True,0.0224377783147502,True
504,Intel Xeon E3-1270,79.97,4,3.4,3.4,80,,True,Sandy Bridge,1155,32,8.0,DDR3,,"Apr 3rd, 2011",0.1083702943040048,Server,False,0.0539508632138114,True,0.0932030791535779,True
505,Intel Xeon E3-1245 V3,,4,3.4,3.8,84,Intel HD Graphics P4600,True,Haswell-WS,1150,22,8.0,"DDR3, DDR4",,"Jun 2nd, 2013",0.1369922873560707,Unknown,True,0.0785192563081009,True,0.1104629086264627,True
506,Intel Xeon E3-1285 V6,949.95,4,4.1,4.5,79,Intel HD Graphics 630,True,Kaby Lake-DT,1151,14,8.0,DDR4,,"Aug 1st, 2017",0.208481723437261,Unknown,True,0.1336321381142098,True,0.1484345334668093,True
507,Intel Xeon E-2276G,442.9,6,3.8,4.9,80,Intel HD Graphics P630,True,Coffee Lake-S WS,1151,14,12.0,DDR4,"C242, C246","May 29th, 2019",0.2828333588236579,Server,False,0.2103253652058432,True,0.2053919707273292,True
508,Intel Xeon E5-2609,57.99,4,2.4,2.4,80,,False,Sandy Bridge-EP,2011,32,10.0,DDR3,,"Mar 6th, 2012",0.0480019226987699,Server,False,0.0184262948207171,True,0.0569574372605198,True
509,Intel Xeon E5-2640,93.99,6,2.5,3.0,95,,True,Sandy Bridge-EP,2011,32,15.0,DDR3,,"Mar 6th, 2012",0.1287989687342961,Server,False,0.0815073041168658,True,0.1225447892574821,True
510,Intel Xeon E5-2643 V3,555.44,6,3.4,3.7,135,,True,Haswell-EP,2011-3,22,20.0,DDR4,"C612, X99","Sep 8th, 2014",0.2086565142345255,Unknown,True,0.1427622841965471,True,0.172598294728848,True
511,Intel Xeon E5-1620 V4,149.0,4,3.5,3.8,140,,True,Broadwell-EP,2011-3,14,10.0,DDR4,"C612, X99","Jun 20th, 2016",0.1481352006816841,Unknown,True,0.0921314741035856,True,0.1242707722047706,True
512,AMD Phenom II X4 965,74.02,4,3.4,3.4,125,,False,Deneb,AM3,45,6.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Nov 7th, 2009",0.0463195612750988,Desktop,False,0.0265604249667994,True,0.0638613690496738,True
513,AMD FX-8100,,8,2.8,2.8,95,,False,Zambezi,AM3+,32,8.0,DDR3,,"Oct 12th, 2011",0.1065568397823854,Unknown,True,0.071879150066401,True,0.1242707722047706,True
514,Intel Xeon E3-1245,245.0,4,3.3,3.3,95,Intel HD Graphics,True,Sandy Bridge,1155,32,8.0,DDR3,,"Apr 3rd, 2011",0.1079333173108435,Server,False,0.0590969455511288,True,0.0949290621008664,True
515,Intel Xeon E3-1275,376.99,4,3.4,3.4,95,Intel HD Graphics,True,Sandy Bridge,1155,32,8.0,DDR3,,"Apr 3rd, 2011",0.1080644104087919,Server,False,0.0590969455511288,True,0.0949290621008664,True
516,Intel Pentium G3430,61.57,2,3.3,3.3,54,Intel HD Graphics,False,Haswell,1150,22,3.0,DDR3,,"Sep 1st, 2013",0.0371211955690532,Desktop,False,0.0194223107569721,True,0.0310676930511926,True
517,Intel Xeon E5-2609 V2,,4,2.5,2.5,80,,False,Ivy Bridge-EP,2011,22,10.0,DDR3,,"Sep 1st, 2013",0.0781751840765583,Unknown,True,0.0297144754316069,True,0.0724912837861161,True
518,Intel Core i3-4350,99.99,2,3.6,3.6,54,Intel HD Graphics 4600,True,Haswell,1150,22,4.0,DDR3,,"May 1st, 2014",0.0662675610129126,Desktop,False,0.0253984063745019,True,0.0500535054713659,True
519,Intel Xeon E5-1680 V3,,8,3.2,3.8,140,,True,Haswell-EP,2011-3,22,20.0,DDR4,"C612, X99","Sep 8th, 2014",0.2662719307828443,Unknown,True,0.1909030544488711,True,0.2209258172529255,True
520,Intel Xeon E3-1235L V5,,4,2.0,3.0,25,Intel HD Graphics P530,False,Skylake-DT,1151,14,8.0,"DDR3, DDR4",,"Oct 19th, 2015",0.0943433328235268,Unknown,True,0.0436586985391766,True,0.0724912837861161,True
521,Intel Core i3-8300T,158.95,4,3.2,3.2,35,Intel UHD Graphics 630,False,Coffee Lake,1151,14,8.0,DDR4,,"Apr 2nd, 2018",0.1180056370032117,Desktop,False,0.0605909694555112,True,0.0880251303117125,True
522,Intel Xeon E-2246G,311.0,6,3.6,4.8,80,Intel HD Graphics P630,True,Coffee Lake-S WS,1151,14,12.0,DDR4,"C242, C246","May 29th, 2019",0.2976687277414844,Server,False,0.2287516600265604,True,0.2140218854637716,True
523,Intel Pentium G6950,47.48,2,2.8,2.8,73,Intel HD Graphics,False,Clarkdale,1156,32,3.0,DDR3,"H57, , H55, , P55, ","Jan 7th, 2010",0.0138740195328715,Desktop,False,0.0016600265604249,True,0.0207117953674617,True
524,AMD Phenom II X6 1035T,108.0,6,2.6,2.6,95,,False,Thuban,AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Apr 27th, 2010",0.0550809499879831,Desktop,False,0.0343625498007968,True,0.0793952155752701,True
525,Intel Core i3-7300T,125.36,2,3.5,3.5,35,Intel HD Graphics 630,True,Kaby Lake,1151,14,4.0,DDR4,,"Jan 3rd, 2017",0.0815617557735585,Desktop,False,0.0327025232403718,True,0.0552314543132313,True
526,Intel Core i5-3550S,319.95,4,3.0,3.7,65,Intel HD Graphics 2500,False,Ivy Bridge,1155,22,6.0,DDR3,,"Apr 29th, 2012",0.0898206209443072,Desktop,False,0.0405046480743691,True,0.0776692326279816,True
527,AMD Phenom II X4 810,213.0,4,2.6,2.6,95,,False,Deneb,AM3,45,4.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Feb 9th, 2009",0.0310909130634272,Desktop,False,0.0084661354581673,True,0.0500535054713659,True
528,AMD Phenom II X6 1075T,79.99,6,3.0,3.0,95,,False,Thuban,AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Sep 21st, 2010",0.0624440123227512,Desktop,False,0.0343625498007968,True,0.082847181469847,True
529,Intel Pentium G850,101.97,2,2.9,2.9,65,Intel HD Graphics,False,Sandy Bridge,1155,32,3.0,DDR3,,"May 22nd, 2011",0.020690860626188,Desktop,False,0.0016600265604249,True,0.0241637612620387,True
530,Intel Xeon E5-2640 V2,,8,2.0,2.5,95,,True,Ivy Bridge-EP,2011,22,20.0,DDR3,,"Sep 1st, 2013",0.2101859337105901,Unknown,True,0.1596945551128818,True,0.1829541924125789,True
531,Intel Xeon E3-1226 V3,,4,3.3,3.7,84,Intel HD Graphics P4600,False,Haswell-WS,1150,22,8.0,DDR3,"C226, 8 Series, 9 Series","May 11th, 2014",0.1092442482903275,Unknown,True,0.0529548472775564,True,0.0914770962062895,True
532,Intel Xeon E5-1630 V3,,4,3.7,3.8,140,,True,Haswell-EP,2011-3,22,10.0,DDR4,"C612, X99","Sep 8th, 2014",0.1309838537001026,Unknown,True,0.0831673306772908,True,0.1156408574683282,True
533,Intel Xeon E5-2650L V3,,12,1.8,2.5,65,,True,Haswell-EP,2011-3,22,30.0,DDR4,"C612, X99","Sep 8th, 2014",0.217505298346042,Unknown,True,0.1656706507304116,True,0.2140218854637716,True
534,Intel Xeon E5-2695 V3,,14,2.3,3.3,120,,True,Haswell-EP,2011-3,22,35.0,DDR4,"C612, X99","Sep 8th, 2014",0.2459525006008433,Unknown,True,0.173804780876494,True,0.2554454761986951,True
535,AMD Phenom II X6 1065T,99.98,6,2.7,2.7,95,,False,Thuban,AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Dec 7th, 2010",0.0632305709104415,Desktop,False,0.0343625498007968,True,0.0845731644171355,True
536,Intel Pentium G4500,166.67,2,3.5,3.5,51,Intel HD Graphics 530,False,Skylake,1151,14,4.0,"DDR3, DDR4",,"Sep 1st, 2015",0.0504271450108151,Desktop,False,0.0199203187250995,True,0.0379716248403465,True
537,Intel Pentium Gold G5500,169.87,2,3.8,3.8,54,Intel UHD Graphics 630,True,Coffee Lake,1151,14,4.0,DDR4,,"Apr 2nd, 2018",0.073062553256571,Desktop,False,0.0317065073041168,True,0.0535054713659429,True
538,Intel Xeon E-2146G,369.94,6,3.5,4.5,80,Intel HD Graphics P630,True,Coffee Lake-S WS,1151,14,12.0,DDR4,"C242, C246","Jul 12th, 2018",0.2823963818304966,Server,False,0.174468791500664,True,0.2053919707273292,True
539,Intel Xeon E-2124G,229.99,4,3.4,4.5,71,Intel HD Graphics P630,False,Coffee Lake-S WS,1151,14,8.0,DDR4,"C242, C246","Jul 12th, 2018",0.1549520417750005,Server,False,0.0947875166002656,True,0.1139148745210397,True
540,Intel Xeon E-2124,204.99,4,3.3,4.3,71,,False,Coffee Lake-S WS,1151,14,8.0,DDR4,"C242, C246","Jul 12th, 2018",0.1431318141099871,Server,False,0.0825033200531208,True,0.1087369256791742,True
541,AMD Phenom II X4 920,27.89,4,2.8,2.8,125,,False,Deneb,AM3,45,6.0,DDR2,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jan 8th, 2009",0.0321833555463304,Desktop,False,0.0084661354581673,True,0.0552314543132313,True
542,Intel Core i5-670,122.45,2,3.46,3.46,73,Intel HD Graphics,True,Clarkdale,1156,32,4.0,DDR3,"H57, , H55, , P55, ","Jan 7th, 2010",0.0455548515370665,Desktop,False,0.0199203187250995,True,0.0414235907349235,True
543,Intel Core i3-2100T,49.13,2,2.5,2.5,35,Intel HD Graphics 2000,True,Sandy Bridge,1155,32,3.0,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Feb 20th, 2011",0.0263934103869431,Desktop,False,0.0013280212483399,True,0.0241637612620387,True
544,AMD Phenom II X4 980 BE,,4,3.7,3.7,125,,False,Deneb,AM3,45,6.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","May 3rd, 2011",0.0636675479036028,Unknown,True,0.0315405046480743,True,0.0724912837861161,True
545,Intel Pentium G2010,22.97,2,2.8,2.8,55,Intel HD Graphics,False,Ivy Bridge,1155,22,3.0,DDR3,,"Jan 21st, 2013",0.024361467368743,Desktop,False,0.0013280212483399,True,0.0241637612620387,True
546,Intel Xeon E5-2643 V2,398.95,6,3.5,3.8,130,,True,Ivy Bridge-EP,2011,22,15.0,DDR3,,"Sep 1st, 2013",0.2082632349406803,Unknown,True,0.148738379814077,True,0.172598294728848,True
547,Intel Xeon E5-2603 V2,153.01,4,1.8,1.8,80,,False,Ivy Bridge-EP,2011,22,10.0,DDR3,,"Sep 1st, 2013",0.0711398544866612,Unknown,True,0.0297144754316069,True,0.0690393178915392,True
548,Intel Xeon E3-1275 V5,,4,3.6,4.0,80,Intel HD Graphics P530,True,Skylake-DT,1151,14,8.0,"DDR3, DDR4",,"Oct 19th, 2015",0.1518276562738971,Unknown,True,0.0851593625498007,True,0.1173668404156166,True
549,Intel Xeon E5-2683 V3,,14,2.0,3.0,120,,True,Haswell-EP,2011-3,22,35.0,DDR4,"C612, X99","Sep 8th, 2014",0.2310078874347265,Unknown,True,0.1723107569721115,True,0.2468155614622527,True
550,Intel Celeron G540,11.03,2,2.5,2.5,65,Intel HD Graphics,False,Sandy Bridge,1155,32,2.0,DDR3,,"Sep 4th, 2011",0.0149446131661168,Desktop,False,0.0016600265604249,True,0.0207117953674617,True
551,Intel Core i3-2125,152.0,2,3.3,3.3,65,Intel HD Graphics 3000,True,Sandy Bridge,1155,32,3.0,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Sep 4th, 2011",0.0364220323799951,Desktop,False,0.0195883134130146,True,0.036245641893058,True
552,Intel Celeron G3950,143.0,2,3.0,3.0,51,Intel HD Graphics 610,False,Kaby Lake,1151,14,2.0,DDR4,,"Jan 3rd, 2017",0.0424523148856212,Desktop,False,0.0169322709163346,True,0.0327936759984811,True
553,AMD Phenom II X4 910e,69.9,4,2.6,2.6,65,,False,Deneb,AM3,45,6.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jan 25th, 2010",0.0353514387467499,Desktop,False,0.0182602921646746,True,0.0466015395767889,True
554,Intel Core i5-680,309.19,2,3.6,3.6,73,Intel HD Graphics,True,Clarkdale,1156,32,4.0,DDR3,"H57, , H55, , P55, ","Apr 19th, 2010",0.0475649457056086,Desktop,False,0.0199203187250995,True,0.043149573682212,True
555,Intel Core i7-860S,160.0,4,2.53,2.53,82,,True,Lynnfield,1156,45,8.0,DDR3,,"Jan 7th, 2010",0.0436540016168148,Desktop,False,0.0184262948207171,True,0.0586834202078083,True
556,Intel Pentium G860,22.93,2,3.0,3.0,65,Intel HD Graphics,False,Sandy Bridge,1155,32,3.0,DDR3,,"Sep 4th, 2011",0.0220891870043042,Desktop,False,0.0016600265604249,True,0.0332424315647761,False
557,Intel Core i5-2450P,178.97,4,3.2,3.2,95,,False,Sandy Bridge,1155,32,6.0,DDR3,,"Jan 30th, 2012",0.0775197185868163,Desktop,False,0.0358565737051792,True,0.0759432496806931,True
558,Intel Celeron G555,39.99,2,2.7,2.7,65,Intel HD Graphics,False,Sandy Bridge,1155,32,2.0,DDR3,,"Sep 1st, 2012",0.0183967314120911,Desktop,False,0.0016600265604249,True,0.0224377783147502,True
559,Intel Xeon E3-1240,141.0,4,3.3,3.3,80,,True,Sandy Bridge,1155,32,8.0,DDR3,,"Apr 3rd, 2011",0.1086324804999016,Server,False,0.0562749003984063,True,0.0932030791535779,True
560,Intel Xeon E3-1275 V3,,4,3.5,3.9,84,Intel HD Graphics P4600,True,Haswell-WS,1150,22,8.0,"DDR3, DDR4",,"Jun 2nd, 2013",0.1425200463195612,Unknown,True,0.0833333333333333,True,0.1121888915737512,True
561,Intel Xeon E5-2630L V2,,6,2.4,2.4,60,,True,Ivy Bridge-EP,2011,22,15.0,DDR3,,"Sep 1st, 2013",0.1591470209093491,Unknown,True,0.098937583001328,True,0.132900686941213,True
562,Intel Core i7-4770T,770.0,4,2.5,2.5,45,Intel HD Graphics 4600,True,Haswell,1150,22,8.0,DDR3,"Z87, H87, Z97, H97","Jun 2nd, 2013",0.1162795778802245,Desktop,False,0.0629150066401062,True,0.0914770962062895,True
563,Intel Xeon E3-1230 V6,595.49,4,3.5,3.9,72,,True,Cezanne,AM4,7,16.0,DDR4,"A320, B350, X370, B450, X470, A520, B550, X570","Apr 13th, 2021",0.2374096003845397,Unknown,True,0.1424302788844621,True,0.1622423970451172,True
564,Intel Core i3-9350K,293.22,4,4.0,4.6,91,Intel HD Graphics 630,False,Coffee Lake,1151,14,8.0,DDR4,,"Apr 23rd, 2019",0.15879743931482,Desktop,False,0.1005976095617529,True,0.1208188063101936,True
565,Intel Xeon E-2174G,549.95,4,3.8,4.7,71,Intel HD Graphics P630,True,Coffee Lake-S WS,1151,14,8.0,DDR4,"C242, C246","Jul 12th, 2018",0.2003539513644606,Server,False,0.1356241699867197,True,0.1432565846249439,True
566,Intel Xeon E5-2603 V3,104.68,6,1.6,1.6,85,,False,Haswell-EP,2011-3,22,15.0,DDR4,"C612, X99","Sep 8th, 2014",0.0955231707050623,Unknown,True,0.046480743691899,True,0.0983810279954434,True
567,Intel Xeon E3-1235,234.0,4,3.2,3.2,95,Intel HD Graphics,True,Sandy Bridge,1155,32,8.0,DDR3,,"Apr 3rd, 2011",0.0939282046800235,Server,False,0.0486387782204515,True,0.0880251303117125,True
568,AMD Phenom II X2 550,41.91,2,3.1,3.1,80,,False,Callisto,AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Nov 4th, 2009",0.0162336952959426,Desktop,False,0.0038180610889774,True,0.0241637612620387,True
569,AMD Phenom II X3 710,169.0,3,2.6,2.6,95,,False,Heka,AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Feb 9th, 2009",0.0246455024142978,Desktop,False,0.0076361221779548,True,0.0379716248403465,True
570,AMD Phenom II X3 720 BE,,3,2.8,2.8,95,,False,Heka,AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Feb 9th, 2009",0.0118420765146715,Unknown,True,0.0076361221779548,True,0.0310676930511926,True
571,Intel Core i5-2405S,131.39,4,2.5,2.5,65,Intel HD Graphics 3000,False,Sandy Bridge,1155,32,6.0,DDR3,,"May 22nd, 2011",0.0558019620266992,Desktop,False,0.0245683930942895,True,0.0586834202078083,True
572,Intel Pentium G550,,2,2.6,2.6,65,Intel HD Graphics,False,Coffee Lake,1151,14,4.0,DDR4,,"Apr 2nd, 2018",0.041359872402718,Unknown,True,0.0174302788844621,True,0.0345196589457696,True
573,Intel Pentium G640T,84.88,2,2.4,2.4,35,Intel HD Graphics,False,Sandy Bridge,1155,32,3.0,DDR3,,"Jun 3rd, 2012",0.0155782298062007,Desktop,False,0.0014940239043824,True,0.0155338465255963,True
574,Intel Xeon E3-1280,358.0,4,3.5,3.5,95,,True,Sandy Bridge,1155,32,8.0,DDR3,,"Apr 3rd, 2011",0.111079551661605,Server,False,0.0652390438247011,True,0.0966550450481549,True
575,Intel Xeon E3-1225 V2,247.5,4,3.2,3.2,77,Intel HD Graphics P4000,False,Ivy Bridge,1155,22,8.0,DDR3,,"May 14th, 2012",0.0948240075160042,Server,False,0.0443227091633466,True,0.082847181469847,True
576,Intel Celeron G1850,39.99,2,2.9,2.9,53,Intel HD Graphics,False,Haswell,1150,22,3.0,DDR3,,"May 1st, 2014",0.0327732744870982,Desktop,False,0.0013280212483399,True,0.0276157271566156,True
577,Intel Core i3-4360T,,2,3.2,3.2,35,Intel HD Graphics 4600,True,Haswell,1150,22,4.0,DDR3,,"Jul 21st, 2014",0.0598221503637833,Desktop,False,0.0249003984063745,True,0.043149573682212,True
578,Intel Xeon E5-2637 V3,470.62,4,3.5,3.7,135,,True,Haswell-EP,2011-3,22,15.0,DDR4,"C612, X99","Sep 8th, 2014",0.1313771329939478,Unknown,True,0.0796812749003984,True,0.1156408574683282,True
579,Intel Pentium G4600T,117.99,2,3.0,3.0,35,Intel HD Graphics 630,True,Kaby Lake,1151,14,3.0,DDR4,,"Jan 3rd, 2017",0.0590792894754091,Desktop,False,0.022742363877822,True,0.043149573682212,True
580,Intel Pentium Gold G5500T,75.0,2,3.2,3.2,35,Intel UHD Graphics 630,True,Coffee Lake,1151,14,4.0,DDR4,,"Apr 2nd, 2018",0.0613515698398479,Desktop,False,0.0249003984063745,True,0.0448755566295005,True
581,Intel Core i3-9320,217.97,4,3.7,4.4,62,,False,Coffee Lake,1151,14,8.0,DDR4,,"Apr 23rd, 2019",0.15145622582971,Desktop,False,0.0859893758300132,True,0.1104629086264627,True
